date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-11-10,Technology,0.0678587281770308,0.08395741421515027,486.0,26783385836723.0
2025-11-10,Financial Services,0.08617593761579023,0.11838952842311733,625.0,13791692308671.0
2025-11-10,Communication Services,0.060851972302763964,0.11887171077415971,159.0,11553193016903.0
2025-11-10,Consumer Cyclical,0.07977621116043568,0.11226709494634785,391.0,9388434484120.0
2025-11-10,Healthcare,0.0815694603840132,0.08878275579933508,312.0,7504941543196.0
2025-11-10,Industrials,0.06659716484070792,0.09260003815160828,434.0,6522217551288.0
2025-11-10,Consumer Defensive,0.06767280081910271,0.10998059585577002,156.0,4101321657626.0
2025-11-10,Energy,0.09648280522455556,0.12051785897684618,186.0,3527232263144.0
2025-11-10,Basic Materials,0.09449582743607746,0.11911832598371505,159.0,2273567057946.0
2025-11-10,Utilities,0.08299145745608047,0.09256774941092376,91.0,1815238893856.0
2025-11-10,Real Estate,0.06812705802658814,0.09467195311935778,181.0,1616978597050.0
