date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-11-03,Technology,0.06647921629884043,0.08352072658830552,488.0,27408765477154.0
2025-11-03,Financial Services,0.08723692011221193,0.12042309366775328,624.0,13585475484764.0
2025-11-03,Communication Services,0.059834935996891644,0.12157821223983133,157.0,11405589992812.0
2025-11-03,Consumer Cyclical,0.0803741074756109,0.11320440378541301,394.0,9525619011482.0
2025-11-03,Healthcare,0.08320248030855198,0.09401861468933402,308.0,7362248707123.0
2025-11-03,Industrials,0.06608522579569129,0.09215619412946528,433.0,6549955476356.0
2025-11-03,Consumer Defensive,0.06815881999982071,0.11087319696193146,155.0,4066874144235.0
2025-11-03,Energy,0.09995689347686995,0.12064243164875842,187.0,3448870811630.0
2025-11-03,Basic Materials,0.09488167354944571,0.11898105233424161,158.0,2236117075822.0
2025-11-03,Utilities,0.08328840015791493,0.09625289542508995,91.0,1798869764800.0
2025-11-03,Real Estate,0.07359692975248194,0.09669807313223956,182.0,1599809149030.0
