date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-04-10,Basic Materials,0.08092433075648028,0.10960461152761639,166,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Communication Services,0.07216804362361323,0.12649347392636665,124,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Consumer Cyclical,0.09617665598013801,0.1184138833321278,334,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Consumer Defensive,0.07385130582503006,0.1093221353823843,135,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Energy,0.08273937677801195,0.10742387661312602,186,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Financial Services,0.09139124096236538,0.12163910042883058,514,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Healthcare,0.09392749221321084,0.10200480901688373,259,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Industrials,0.06966325476585593,0.09132382120898057,383,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Real Estate,0.05880704203868415,0.09339945490018348,164,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Technology,0.08267846287675393,0.1008730149848688,374,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Unknown,0.12509849669926393,0.12820889896708246,2,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-10,Utilities,0.07701515226747363,0.08507817372285745,80,ICC calculation,data/202604/icc_live_usall_2026_0410_r1.csv
