date,ticker,label,category,country,vw_icc,coverage_weight,n_holdings,n_matched,status
2026-03-04,SPY,SPDR S&P 500,Core US Equity,,,0.0,10,0,no_match
2026-03-04,QQQ,Invesco QQQ,Large Cap Growth,,,0.0,10,0,no_match
2026-03-04,IWM,iShares Russell 2000,Small Cap,,,0.0,10,0,no_match
2026-03-04,IWB,iShares Russell 1000,Large Cap Broad,,,0.0,10,0,no_match
2026-03-04,VTV,Vanguard Value,Value,,,0.0,10,0,no_match
2026-03-04,VUG,Vanguard Growth,Growth,,,0.0,10,0,no_match
2026-03-04,XLF,Financial Select Sector,Sector,,,0.0,10,0,no_match
2026-03-04,XLK,Technology Select Sector,Sector,,,0.0,10,0,no_match
2026-03-04,XLE,Energy Select Sector,Sector,,,0.0,10,0,no_match
2026-03-04,XLV,Health Care Select Sector,Sector,,,0.0,10,0,no_match
