date,group,daily_icc,ew_icc,n_firms,method,source_file
2025-11-19,Basic Materials,0.09552790339296494,0.11736915791377016,159,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Communication Services,0.06132676804156823,0.12635217786085992,160,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Consumer Cyclical,0.08233190976120006,0.1144521533561561,391,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Consumer Defensive,0.06799760891731442,0.10887058567778,157,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Energy,0.09771552799078337,0.12223379647589201,186,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Financial Services,0.08875591138266804,0.12106723427436289,632,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Healthcare,0.08008354857379378,0.09125678062892072,312,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Industrials,0.06812369625080908,0.09527052344724748,434,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Real Estate,0.06670441364003096,0.09642900150321156,180,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Technology,0.07106833596238177,0.08717555348005544,487,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Unknown,0.15393341849318812,0.15126408898117263,3,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,Utilities,0.08088262463254856,0.09071273019838137,90,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
