date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status,source_file
2026-08-07,Argentina,0.1527826859319209,7.0,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Australia,0.0341267622507218,,10,2,0.8775015055839716,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Belgium,0.1405879115662107,,4,2,0.9268650598316794,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Bermuda,0.1334229207002784,,6,3,0.228317051496366,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Brazil,0.1495371477927145,10.0,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Canada,0.1336910483195841,,8,2,0.4614230346910437,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Cayman Islands,0.2865152331087475,,9,4,0.8660456182739663,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Chile,0.1299314236836571,5.0,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,China,0.2700877418379711,,10,6,0.1055078512626712,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Colombia,0.0985695093088225,2.0,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Cyprus,0.2213849521411913,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Denmark,0.1640662115896341,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,France,0.1020859998003839,9.0,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Germany,0.1099051794365311,,8,3,0.9010138619017708,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Greece,0.1234500440651635,,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Hong Kong,0.259706289718052,,10,7,0.7524996646991223,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,India,0.0778284000875949,8.0,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Ireland,0.0956515609553116,,8,4,0.9659020358985404,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Israel,0.0603648040380823,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Italy,0.0633848848143929,4.0,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Japan,0.2121685940911164,,10,6,0.6482127268147054,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Luxembourg,0.0649794286850036,2.0,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Malaysia,0.0837884119926851,,4,2,0.8798078767971103,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Mexico,0.0862376192763948,8.0,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Netherlands,0.0293926171637384,,6,3,0.9338959477073634,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Peru,0.1087395014089626,2.0,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Singapore,0.1679665233691415,,10,6,0.9693398753568248,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,South Africa,0.1637617078917957,4.0,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,South Korea,0.1905137500786303,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Spain,0.0740389249084934,5.0,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_0807.csv
2026-08-07,Switzerland,0.0792489746532791,,10,2,0.8323141517495455,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,Taiwan,0.1791363650688143,,9,3,0.7039358695833324,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,United Arab Emirates,0.3985490326302649,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,United Kingdom,0.064381396891059,,10,7,0.8977989815920601,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
2026-08-07,United States,0.1171453644989383,,10,9,0.9723031120808364,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202608/country_adr_icc_2026_08_07.csv
