date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-02-09,Basic Materials,0.09535653151308691,0.10998272829713128,161,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Communication Services,0.07059575261565663,0.12659262186779133,120,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Consumer Cyclical,0.09464468724604203,0.10594676389551985,329,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Consumer Defensive,0.0680800714772765,0.10198563764132514,135,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Energy,0.10185754201429306,0.11146112582888902,179,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Financial Services,0.08771865661160515,0.11444303843331657,514,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Healthcare,0.08508352442172014,0.08416962206042175,252,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Industrials,0.06617197014562612,0.0871568895882199,376,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Real Estate,0.06288442690591058,0.08978638072495326,164,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Technology,0.07092578897753225,0.0888862353299009,362,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Unknown,0.08875025499713622,0.11840809301857151,3,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-09,Utilities,0.08206881109582156,0.08585929860471031,80,ICC calculation,data/202602/icc_live_usall_2026_0209_r1.csv
