date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-02-03,Basic Materials,0.09467960908259103,0.10818941691683004,161,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Communication Services,0.05338055802950976,0.12489396985700499,118,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Consumer Cyclical,0.08473808661077092,0.10668447886038361,329,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Consumer Defensive,0.06830515282927468,0.10047370678853476,135,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Energy,0.09578635110304219,0.1120469915803615,179,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Financial Services,0.08811018429535862,0.11644824094775671,515,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Healthcare,0.09059663108852746,0.08529003599073455,252,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Industrials,0.06689627382864928,0.08794855593159896,376,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Real Estate,0.06345229797265822,0.09007647236179615,164,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Technology,0.07125602979255176,0.08648266398189743,367,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Unknown,0.09059119516210248,0.1152645900389635,3,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-03,Utilities,0.0817831438916081,0.0865502002409519,80,ICC calculation,data/202602/icc_live_usall_2026_0203_r1.csv
