date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-02-04,Basic Materials,0.09622920766841786,0.10844777159960547,161,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Communication Services,0.06895180174454786,0.1259430883640712,119,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Consumer Cyclical,0.08483991361864865,0.1056338610611547,329,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Consumer Defensive,0.06801008265193832,0.10013465545126425,135,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Energy,0.09659783093631417,0.1125300628952299,179,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Financial Services,0.08836011122312448,0.116585157554009,515,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Healthcare,0.08455571786369513,0.0849861600792613,252,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Industrials,0.06682777682796504,0.08795703535547952,376,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Real Estate,0.0629314795811358,0.08909773933511635,164,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Technology,0.07222108468434943,0.08744578694645008,366,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Unknown,0.08907379488399185,0.11408582797315425,3,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-04,Utilities,0.08221095003718881,0.08647232636368767,80,ICC calculation,data/202602/icc_live_usall_2026_0204_r1.csv
