date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-01-19,Basic Materials,0.09950573057088923,0.10918785446923578,174,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Communication Services,0.059242105948538765,0.11738655453334132,168,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Consumer Cyclical,0.07629534850443837,0.1022847789712813,388,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Consumer Defensive,0.06421183388429692,0.10112602067096596,160,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Energy,0.08544965913797638,0.11545376719052729,192,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Financial Services,0.08631327508120348,0.11567071739129893,640,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Healthcare,0.07825845522006589,0.08201156762562854,345,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Industrials,0.06383453312972515,0.08648421815106579,440,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Real Estate,0.06180628134085099,0.0902302439848518,177,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Technology,0.07911220495243403,0.08277258647349581,500,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Unknown,0.08301870808577806,0.10306835385850448,3,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-19,Utilities,0.08231605274729273,0.09106388469140597,90,ICC calculation,data/202601/icc_live_usall_2026_0119_r1.csv
